datetime,cnt,temp,atemp,hum,wind_speed,weather_code,is_holiday,is_weekend,season,yr,mnth
2015-01-07 06:00:00,526,0.2765957446808511,0.2803030303030303,0.81,0.1493,1,0,0,1,2015,1
2015-01-07 07:00:00,1757,0.2872340425531915,0.2803030303030303,0.81,0.194,1,0,0,1,2015,1
2015-01-07 08:00:00,3618,0.30851063829787234,0.29545454545454547,0.81,0.2239,2,0,0,1,2015,1
2015-01-07 09:00:00,1714,0.3404255319148936,0.3181818181818182,0.76,0.2836,2,0,0,1,2015,1
2015-01-07 10:00:00,763,0.3404255319148936,0.3181818181818182,0.82,0.291,2,0,0,1,2015,1
2015-01-07 11:00:00,690,0.3617021276595745,0.3333333333333333,0.76,0.3134,2,0,0,1,2015,1
2015-01-07 12:00:00,913,0.3617021276595745,0.32575757575757575,0.76,0.403,2,0,0,1,2015,1
2015-01-07 13:00:00,982,0.3723404255319149,0.3333333333333333,0.715,0.4179,2,0,0,1,2015,1
2015-01-07 14:00:00,783,0.3829787234042553,0.3409090909090909,0.62,0.4254,2,0,0,1,2015,1
2015-01-07 15:00:00,794,0.3617021276595745,0.3333333333333333,0.685,0.3731,2,0,0,1,2015,1
2015-01-07 16:00:00,1171,0.3617021276595745,0.3333333333333333,0.76,0.3731,2,0,0,1,2015,1
2015-01-07 17:00:00,2647,0.3723404255319149,0.3409090909090909,0.715,0.3582,2,0,0,1,2015,1
2015-01-07 18:00:00,2579,0.3829787234042553,0.3484848484848485,0.71,0.4478,2,0,0,1,2015,1
2015-01-07 20:00:00,657,0.3829787234042553,0.3409090909090909,0.79,0.4552,2,0,0,1,2015,1
2015-01-07 21:00:00,516,0.3829787234042553,0.3484848484848485,0.82,0.403,3,0,0,1,2015,1
2015-01-07 22:00:00,414,0.3829787234042553,0.3484848484848485,0.82,0.403,3,0,0,1,2015,1
2015-01-07 23:00:00,206,0.3829787234042553,0.3484848484848485,0.85,0.3582,3,0,0,1,2015,1
2015-01-08 00:00:00,123,0.40425531914893614,0.4090909090909091,0.82,0.3881,2,0,0,1,2015,1
2015-01-08 01:00:00,56,0.4148936170212766,0.4166666666666667,0.85,0.3582,2,0,0,1,2015,1
2015-01-08 02:00:00,51,0.425531914893617,0.42424242424242425,0.82,0.3731,2,0,0,1,2015,1
2015-01-08 03:00:00,33,0.425531914893617,0.42424242424242425,0.85,0.3284,2,0,0,1,2015,1
2015-01-08 04:00:00,32,0.425531914893617,0.42424242424242425,0.88,0.306,3,0,0,1,2015,1
2015-01-08 05:00:00,87,0.425531914893617,0.42424242424242425,0.8,0.306,3,0,0,1,2015,1
2015-01-08 06:00:00,511,0.4148936170212766,0.4166666666666667,0.745,0.2537,2,0,0,1,2015,1
2015-01-08 07:00:00,982,0.39361702127659576,0.38636363636363635,0.825,0.2537,3,0,0,1,2015,1
2015-01-08 08:00:00,1228,0.3723404255319149,0.3560606060606061,0.875,0.209,3,0,0,1,2015,1
2015-01-08 09:00:00,573,0.3617021276595745,0.3484848484848485,0.87,0.194,3,0,0,1,2015,1
2015-01-08 10:00:00,185,0.3617021276595745,0.3484848484848485,0.87,0.209,3,0,0,1,2015,1
2015-01-08 11:00:00,193,0.3617021276595745,0.3333333333333333,0.82,0.306,3,0,0,1,2015,1
2015-01-08 12:00:00,522,0.3617021276595745,0.3409090909090909,0.845,0.2537,2,0,0,1,2015,1
2015-01-08 13:00:00,672,0.3617021276595745,0.32575757575757575,0.79,0.403,2,0,0,1,2015,1
2015-01-08 14:00:00,761,0.3829787234042553,0.3484848484848485,0.71,0.3284,2,0,0,1,2015,1
2015-01-08 15:00:00,781,0.3617021276595745,0.3333333333333333,0.71,0.3284,2,0,0,1,2015,1
2015-01-08 16:00:00,1212,0.3617021276595745,0.3333333333333333,0.71,0.291,2,0,0,1,2015,1
2015-01-08 17:00:00,2351,0.3617021276595745,0.3333333333333333,0.76,0.3284,2,0,0,1,2015,1
2015-01-08 18:00:00,2110,0.35106382978723405,0.32575757575757575,0.735,0.3358,1,0,0,1,2015,1
2015-01-08 19:00:00,1239,0.3404255319148936,0.3181818181818182,0.735,0.306,1,0,0,1,2015,1
2015-01-08 20:00:00,752,0.3404255319148936,0.3181818181818182,0.76,0.2537,1,0,0,1,2015,1
2015-01-08 21:00:00,457,0.3404255319148936,0.3106060606060606,0.76,0.306,1,0,0,1,2015,1
2015-01-08 22:00:00,423,0.35106382978723405,0.32575757575757575,0.735,0.3134,1,0,0,1,2015,1
2015-01-08 23:00:00,267,0.3617021276595745,0.32575757575757575,0.76,0.403,2,0,0,1,2015,1
2015-01-09 00:00:00,147,0.3829787234042553,0.3484848484848485,0.71,0.4179,2,0,0,1,2015,1
2015-01-09 01:00:00,60,0.3829787234042553,0.3484848484848485,0.735,0.4478,3,0,0,1,2015,1
2015-01-09 02:00:00,65,0.3829787234042553,0.3409090909090909,0.79,0.4403,3,0,0,1,2015,1
2015-01-09 03:00:00,42,0.40425531914893614,0.4090909090909091,0.795,0.4328,2,0,0,1,2015,1
2015-01-09 04:00:00,47,0.40425531914893614,0.4090909090909091,0.85,0.4925,2,0,0,1,2015,1
2015-01-09 05:00:00,85,0.4148936170212766,0.4166666666666667,0.85,0.4925,2,0,0,1,2015,1
2015-01-09 06:00:00,441,0.425531914893617,0.42424242424242425,0.82,0.4851,2,0,0,1,2015,1
2015-01-09 07:00:00,1593,0.425531914893617,0.42424242424242425,0.82,0.4701,2,0,0,1,2015,1
2015-01-09 08:00:00,3505,0.425531914893617,0.42424242424242425,0.795,0.3731,2,0,0,1,2015,1
2015-01-09 09:00:00,1768,0.425531914893617,0.42424242424242425,0.745,0.4478,2,0,0,1,2015,1
2015-01-09 10:00:00,799,0.43617021276595747,0.4318181818181818,0.695,0.4403,1,0,0,1,2015,1
2015-01-09 11:00:00,806,0.44680851063829785,0.4393939393939394,0.67,0.4179,1,0,0,1,2015,1
2015-01-09 12:00:00,1052,0.44680851063829785,0.4393939393939394,0.67,0.3881,1,0,0,1,2015,1
2015-01-09 13:00:00,1078,0.44680851063829785,0.4393939393939394,0.63,0.4478,1,0,0,1,2015,1
2015-01-09 14:00:00,976,0.44680851063829785,0.4393939393939394,0.63,0.3881,2,0,0,1,2015,1
2015-01-09 15:00:00,912,0.4574468085106383,0.44696969696969696,0.675,0.5,3,0,0,1,2015,1
2015-01-09 16:00:00,1229,0.44680851063829785,0.4393939393939394,0.795,0.5522,3,0,0,1,2015,1
2015-01-09 17:00:00,2409,0.4574468085106383,0.44696969696969696,0.85,0.5224,3,0,0,1,2015,1
2015-01-09 18:00:00,1983,0.48936170212765956,0.4696969696969697,0.82,0.5373,3,0,0,1,2015,1
2015-01-09 19:00:00,1094,0.5,0.4772727272727273,0.77,0.6119,3,0,0,1,2015,1
2015-01-09 20:00:00,686,0.48936170212765956,0.4696969696969697,0.72,0.6567,2,0,0,1,2015,1
2015-01-09 21:00:00,443,0.48936170212765956,0.4696969696969697,0.68,0.6119,2,0,0,1,2015,1
2015-01-09 22:00:00,464,0.48936170212765956,0.4696969696969697,0.68,0.597,2,0,0,1,2015,1
2015-01-09 23:00:00,420,0.46808510638297873,0.45454545454545453,0.77,0.6194,2,0,0,1,2015,1
2015-01-10 00:00:00,392,0.46808510638297873,0.45454545454545453,0.77,0.5821,2,0,1,1,2015,1
2015-01-10 01:00:00,277,0.46808510638297873,0.45454545454545453,0.77,0.597,2,0,1,1,2015,1
2015-01-10 02:00:00,189,0.46808510638297873,0.45454545454545453,0.72,0.6045,2,0,1,1,2015,1
2015-01-10 03:00:00,153,0.44680851063829785,0.4393939393939394,0.77,0.6119,2,0,1,1,2015,1
2015-01-10 04:00:00,90,0.44680851063829785,0.4393939393939394,0.77,0.5373,2,0,1,1,2015,1
2015-01-10 05:00:00,52,0.44680851063829785,0.4393939393939394,0.77,0.5224,2,0,1,1,2015,1
2015-01-10 06:00:00,69,0.44680851063829785,0.4393939393939394,0.82,0.5224,3,0,1,1,2015,1
2015-01-10 07:00:00,143,0.44680851063829785,0.4393939393939394,0.795,0.5224,2,0,1,1,2015,1
2015-01-10 08:00:00,321,0.46808510638297873,0.45454545454545453,0.745,0.597,2,0,1,1,2015,1
2015-01-10 09:00:00,619,0.46808510638297873,0.45454545454545453,0.77,0.7164,2,0,1,1,2015,1
2015-01-10 10:00:00,757,0.46808510638297873,0.45454545454545453,0.745,0.6119,3,0,1,1,2015,1
2015-01-10 11:00:00,800,0.4148936170212766,0.4166666666666667,0.675,0.6343,2,0,1,1,2015,1
2015-01-10 12:00:00,1191,0.4148936170212766,0.4166666666666667,0.58,0.6194,2,0,1,1,2015,1
2015-01-10 13:00:00,1395,0.39361702127659576,0.3712121212121212,0.54,0.5672,2,0,1,1,2015,1
2015-01-10 14:00:00,1358,0.3617021276595745,0.3106060606060606,0.54,0.6343,2,0,1,1,2015,1
2015-01-10 15:00:00,1436,0.3617021276595745,0.3181818181818182,0.48,0.5224,2,0,1,1,2015,1
2015-01-10 16:00:00,1270,0.3404255319148936,0.30303030303030304,0.515,0.403,1,0,1,1,2015,1
2015-01-10 17:00:00,1054,0.3404255319148936,0.30303030303030304,0.515,0.4328,2,0,1,1,2015,1
2015-01-10 18:00:00,849,0.3191489361702128,0.2878787878787879,0.55,0.3881,1,0,1,1,2015,1
2015-01-10 19:00:00,720,0.2978723404255319,0.2727272727272727,0.57,0.3881,1,0,1,1,2015,1
2015-01-10 20:00:00,556,0.2978723404255319,0.2727272727272727,0.57,0.3731,1,0,1,1,2015,1
2015-01-10 21:00:00,349,0.2978723404255319,0.2727272727272727,0.57,0.3134,1,0,1,1,2015,1
2015-01-10 22:00:00,335,0.2765957446808511,0.25757575757575757,0.66,0.2985,1,0,1,1,2015,1
2015-01-10 23:00:00,334,0.2765957446808511,0.25757575757575757,0.66,0.291,1,0,1,1,2015,1
2015-01-11 00:00:00,360,0.26595744680851063,0.25,0.725,0.3284,1,0,1,1,2015,1
2015-01-11 01:00:00,255,0.2553191489361702,0.23484848484848486,0.75,0.3284,1,0,1,1,2015,1
2015-01-11 02:00:00,198,0.2553191489361702,0.23484848484848486,0.75,0.3433,1,0,1,1,2015,1
2015-01-11 03:00:00,135,0.2553191489361702,0.22727272727272727,0.75,0.403,2,0,1,1,2015,1
2015-01-11 04:00:00,74,0.2553191489361702,0.22727272727272727,0.725,0.4179,1,0,1,1,2015,1
2015-01-11 05:00:00,57,0.2553191489361702,0.22727272727272727,0.7,0.403,1,0,1,1,2015,1
2015-01-11 06:00:00,67,0.26595744680851063,0.24242424242424243,0.68,0.3582,1,0,1,1,2015,1
2015-01-11 07:00:00,93,0.2765957446808511,0.25757575757575757,0.66,0.3582,1,0,1,1,2015,1
2015-01-11 08:00:00,241,0.2765957446808511,0.24242424242424243,0.66,0.4403,1,0,1,1,2015,1
2015-01-11 09:00:00,538,0.2872340425531915,0.25,0.635,0.4328,1,0,1,1,2015,1
2015-01-11 10:00:00,922,0.30851063829787234,0.2727272727272727,0.61,0.4478,1,0,1,1,2015,1
2015-01-11 11:00:00,1248,0.32978723404255317,0.29545454545454547,0.59,0.403,1,0,1,1,2015,1
2015-01-11 12:00:00,1555,0.35106382978723405,0.3106060606060606,0.555,0.403,1,0,1,1,2015,1
2015-01-11 13:00:00,1813,0.3617021276595745,0.3181818181818182,0.56,0.4179,2,0,1,1,2015,1
2015-01-11 14:00:00,1639,0.3617021276595745,0.3181818181818182,0.6,0.4179,2,0,1,1,2015,1
2015-01-11 15:00:00,1464,0.35106382978723405,0.3181818181818182,0.64,0.3881,2,0,1,1,2015,1
2015-01-11 16:00:00,1097,0.3404255319148936,0.3106060606060606,0.66,0.3433,2,0,1,1,2015,1
2015-01-11 17:00:00,827,0.3404255319148936,0.3181818181818182,0.71,0.306,3,0,1,1,2015,1
2015-01-11 18:00:00,519,0.3404255319148936,0.30303030303030304,0.735,0.3731,3,0,1,1,2015,1
2015-01-11 19:00:00,493,0.3404255319148936,0.30303030303030304,0.735,0.3582,2,0,1,1,2015,1
2015-01-11 20:00:00,315,0.3404255319148936,0.3106060606060606,0.71,0.3881,3,0,1,1,2015,1
2015-01-11 21:00:00,260,0.3404255319148936,0.30303030303030304,0.71,0.4478,3,0,1,1,2015,1
2015-01-11 22:00:00,237,0.3617021276595745,0.3181818181818182,0.66,0.5522,3,0,1,1,2015,1
2015-01-11 23:00:00,168,0.3617021276595745,0.3181818181818182,0.71,0.4552,2,0,1,1,2015,1
2015-01-12 00:00:00,117,0.3617021276595745,0.3181818181818182,0.685,0.4328,2,0,0,1,2015,1
2015-01-12 01:00:00,45,0.3829787234042553,0.3333333333333333,0.6,0.5075,2,0,0,1,2015,1
2015-01-12 02:00:00,29,0.3829787234042553,0.3484848484848485,0.645,0.4478,2,0,0,1,2015,1
2015-01-12 03:00:00,36,0.3829787234042553,0.3409090909090909,0.67,0.4552,2,0,0,1,2015,1
2015-01-12 04:00:00,26,0.3829787234042553,0.3409090909090909,0.67,0.5,2,0,0,1,2015,1
2015-01-12 05:00:00,86,0.3829787234042553,0.3333333333333333,0.67,0.5224,2,0,0,1,2015,1
2015-01-12 06:00:00,433,0.3829787234042553,0.3333333333333333,0.735,0.4627,3,0,0,1,2015,1
2015-01-12 07:00:00,1541,0.3829787234042553,0.3484848484848485,0.76,0.4478,3,0,0,1,2015,1
2015-01-12 08:00:00,3418,0.3829787234042553,0.3333333333333333,0.76,0.4627,2,0,0,1,2015,1
2015-01-12 09:00:00,1832,0.4148936170212766,0.4166666666666667,0.67,0.4851,2,0,0,1,2015,1
2015-01-12 10:00:00,723,0.425531914893617,0.42424242424242425,0.67,0.4925,2,0,0,1,2015,1
2015-01-12 11:00:00,654,0.425531914893617,0.42424242424242425,0.745,0.5821,2,0,0,1,2015,1
2015-01-12 12:00:00,700,0.425531914893617,0.42424242424242425,0.795,0.4403,2,0,0,1,2015,1
2015-01-12 13:00:00,631,0.425531914893617,0.42424242424242425,0.795,0.4403,2,0,0,1,2015,1
2015-01-12 14:00:00,520,0.43617021276595747,0.4318181818181818,0.77,0.4925,3,0,0,1,2015,1
2015-01-12 15:00:00,374,0.425531914893617,0.42424242424242425,0.82,0.3731,3,0,0,1,2015,1
2015-01-12 16:00:00,669,0.425531914893617,0.42424242424242425,0.82,0.3358,3,0,0,1,2015,1
2015-01-12 17:00:00,1510,0.4148936170212766,0.4166666666666667,0.88,0.3284,3,0,0,1,2015,1
2015-01-12 18:00:00,1186,0.40425531914893614,0.4090909090909091,0.94,0.3284,3,0,0,1,2015,1
2015-01-12 19:00:00,1136,0.4148936170212766,0.4166666666666667,0.85,0.3284,3,0,0,1,2015,1
2015-01-12 20:00:00,753,0.425531914893617,0.42424242424242425,0.82,0.2985,2,0,0,1,2015,1
2015-01-12 21:00:00,510,0.425531914893617,0.42424242424242425,0.85,0.2761,3,0,0,1,2015,1
2015-01-12 22:00:00,184,0.425531914893617,0.42424242424242425,0.88,0.3134,3,0,0,1,2015,1
2015-01-12 23:00:00,86,0.425531914893617,0.42424242424242425,0.88,0.3433,3,0,0,1,2015,1
2015-01-13 00:00:00,64,0.425531914893617,0.42424242424242425,0.88,0.3731,3,0,0,1,2015,1
2015-01-13 01:00:00,29,0.425531914893617,0.42424242424242425,0.88,0.4478,3,0,0,1,2015,1
2015-01-13 02:00:00,21,0.4148936170212766,0.4166666666666667,0.88,0.3657,3,0,0,1,2015,1
2015-01-13 03:00:00,13,0.40425531914893614,0.4090909090909091,0.85,0.2836,3,0,0,1,2015,1
2015-01-13 04:00:00,33,0.40425531914893614,0.4090909090909091,0.82,0.3134,3,0,0,1,2015,1
2015-01-13 05:00:00,113,0.39361702127659576,0.3787878787878788,0.795,0.3134,3,0,0,1,2015,1
2015-01-13 06:00:00,600,0.3829787234042553,0.3560606060606061,0.82,0.306,2,0,0,1,2015,1
2015-01-13 07:00:00,1584,0.3723404255319149,0.3409090909090909,0.79,0.3134,3,0,0,1,2015,1
2015-01-13 08:00:00,3960,0.3617021276595745,0.3409090909090909,0.71,0.2388,2,0,0,1,2015,1
2015-01-13 09:00:00,2090,0.3617021276595745,0.3333333333333333,0.71,0.2687,2,0,0,1,2015,1
2015-01-13 10:00:00,960,0.3617021276595745,0.3409090909090909,0.71,0.2612,1,0,0,1,2015,1
2015-01-13 11:00:00,866,0.3617021276595745,0.3333333333333333,0.685,0.2687,2,0,0,1,2015,1
2015-01-13 12:00:00,1019,0.3723404255319149,0.3409090909090909,0.64,0.306,3,0,0,1,2015,1
2015-01-13 13:00:00,719,0.3617021276595745,0.32575757575757575,0.735,0.4104,3,0,0,1,2015,1
2015-01-13 14:00:00,811,0.35106382978723405,0.3106060606060606,0.71,0.4328,3,0,0,1,2015,1
2015-01-13 15:00:00,883,0.3404255319148936,0.3106060606060606,0.735,0.3209,2,0,0,1,2015,1
2015-01-13 16:00:00,1391,0.32978723404255317,0.30303030303030304,0.685,0.3433,2,0,0,1,2015,1
2015-01-13 17:00:00,2886,0.3191489361702128,0.2878787878787879,0.71,0.3284,2,0,0,1,2015,1
2015-01-13 18:00:00,2659,0.3191489361702128,0.3106060606060606,0.71,0.209,3,0,0,1,2015,1
2015-01-13 19:00:00,1548,0.2978723404255319,0.2803030303030303,0.76,0.291,3,0,0,1,2015,1
2015-01-13 20:00:00,947,0.2872340425531915,0.26515151515151514,0.76,0.3134,2,0,0,1,2015,1
2015-01-13 21:00:00,660,0.2765957446808511,0.25757575757575757,0.76,0.3433,2,0,0,1,2015,1
2015-01-13 22:00:00,501,0.2765957446808511,0.2727272727272727,0.76,0.2537,1,0,0,1,2015,1
2015-01-13 23:00:00,340,0.2765957446808511,0.25757575757575757,0.7,0.291,1,0,0,1,2015,1
2015-01-14 00:00:00,168,0.2765957446808511,0.25,0.66,0.3881,1,0,0,1,2015,1
2015-01-14 01:00:00,79,0.2765957446808511,0.24242424242424243,0.66,0.4478,1,0,0,1,2015,1
2015-01-14 02:00:00,60,0.2765957446808511,0.25,0.66,0.3582,1,0,0,1,2015,1
2015-01-14 03:00:00,54,0.26595744680851063,0.25,0.725,0.3134,1,0,0,1,2015,1
2015-01-14 04:00:00,44,0.26595744680851063,0.26515151515151514,0.725,0.209,1,0,0,1,2015,1
2015-01-14 05:00:00,93,0.2765957446808511,0.26515151515151514,0.7,0.2612,1,0,0,1,2015,1
2015-01-14 06:00:00,560,0.2765957446808511,0.25757575757575757,0.7,0.3433,2,0,0,1,2015,1
2015-01-14 07:00:00,1820,0.26595744680851063,0.22727272727272727,0.68,0.4552,2,0,0,1,2015,1
2015-01-14 08:00:00,3904,0.2553191489361702,0.22727272727272727,0.7,0.3881,2,0,0,1,2015,1
2015-01-14 09:00:00,2064,0.26595744680851063,0.23484848484848486,0.68,0.4328,2,0,0,1,2015,1
2015-01-14 10:00:00,841,0.2765957446808511,0.24242424242424243,0.7,0.4552,2,0,0,1,2015,1
2015-01-14 11:00:00,732,0.2872340425531915,0.25757575757575757,0.655,0.403,2,0,0,1,2015,1
2015-01-14 12:00:00,1013,0.30851063829787234,0.2803030303030303,0.59,0.403,2,0,0,1,2015,1
2015-01-14 13:00:00,1066,0.3191489361702128,0.2878787878787879,0.57,0.3582,2,0,0,1,2015,1
