month,day,hour,is_holiday,is_weekend,hum,t1,t2,wind_speed,weather,city,cnt,rate
1,2,2,0,1,1.0,11.719999999999999,11.9374,19.0012,2,DC,9,0.15
1,2,3,0,1,0.94,14.360000000000003,13.3615,12.998000000000001,2,DC,6,0.1
1,2,4,0,1,0.94,14.360000000000003,13.3615,12.998000000000001,2,DC,3,0.05
1,2,6,0,1,0.77,11.719999999999999,11.9374,19.999499999999998,3,DC,2,0.03333333333333333
1,2,7,0,1,0.76,10.400000000000002,11.227700000000002,12.998000000000001,2,DC,1,0.016666666666666666
1,2,8,0,1,0.71,10.400000000000002,11.227700000000002,15.001299999999999,3,DC,8,0.13333333333333333
1,2,9,0,1,0.76,9.080000000000002,10.513299999999997,15.001299999999999,2,DC,20,0.3333333333333333
1,2,10,0,1,0.81,7.759999999999998,8.3795,15.001299999999999,2,DC,53,0.8833333333333333
1,2,11,0,1,0.71,7.759999999999998,7.665099999999999,16.997899999999998,2,DC,70,1.1666666666666667
1,2,12,0,1,0.66,7.759999999999998,7.665099999999999,19.999499999999998,2,DC,93,1.55
1,2,13,0,1,0.66,7.759999999999998,8.3795,8.9981,2,DC,75,1.25
1,2,14,0,1,0.76,7.759999999999998,8.3795,12.998000000000001,3,DC,59,0.9833333333333333
1,2,15,0,1,0.81,6.440000000000001,7.665099999999999,11.0014,3,DC,74,1.2333333333333334
1,2,16,0,1,0.71,6.440000000000001,7.665099999999999,11.0014,3,DC,76,1.2666666666666666
1,2,17,0,1,0.57,6.440000000000001,7.665099999999999,12.998000000000001,1,DC,65,1.0833333333333333
1,2,18,0,1,0.46,7.759999999999998,7.665099999999999,22.0028,2,DC,53,0.8833333333333333
1,2,19,0,1,0.42,5.120000000000001,5.5313,30.002599999999997,1,DC,30,0.5
1,2,20,0,1,0.39,3.8000000000000007,4.8169,23.9994,1,DC,22,0.36666666666666664
1,2,21,0,1,0.44,1.1600000000000001,2.6830999999999996,22.0028,1,DC,31,0.5166666666666667
1,2,22,0,1,0.44,-0.16000000000000014,1.9687000000000001,19.999499999999998,1,DC,9,0.15
1,2,23,0,1,0.47,-1.4800000000000004,2.6830999999999996,11.0014,1,DC,8,0.13333333333333333
1,3,0,0,0,0.44,-1.4800000000000004,1.2590000000000003,23.9994,1,DC,5,0.08333333333333333
1,3,1,0,0,0.44,-2.799999999999999,-0.1651000000000007,27.999299999999998,1,DC,2,0.03333333333333333
1,3,4,0,0,0.47,-5.4399999999999995,-1.5892,26.0027,1,DC,1,0.016666666666666666
1,3,5,0,0,0.47,-5.4399999999999995,-1.5892,19.0012,1,DC,3,0.05
1,3,6,0,0,0.5,-6.76,-3.0133,26.0027,1,DC,30,0.5
1,3,7,0,0,0.5,-6.76,-1.5892,12.998000000000001,1,DC,64,1.0666666666666667
1,3,8,0,0,0.5,-6.76,-2.3036000000000003,19.0012,1,DC,154,2.566666666666667
1,3,9,0,0,0.43,-5.4399999999999995,-1.5892,26.0027,1,DC,88,1.4666666666666666
1,3,10,0,0,0.43,-4.120000000000001,-0.1651000000000007,16.997899999999998,1,DC,44,0.7333333333333333
1,3,11,0,0,0.4,-2.799999999999999,0.5445999999999991,22.0028,1,DC,51,0.85
1,3,12,0,0,0.35,-1.4800000000000004,1.9687000000000001,19.999499999999998,1,DC,61,1.0166666666666666
1,3,13,0,0,0.35,-0.16000000000000014,1.9687000000000001,19.0012,1,DC,61,1.0166666666666666
1,3,14,0,0,0.3,1.1600000000000001,3.3927999999999994,19.0012,1,DC,77,1.2833333333333334
1,3,15,0,0,0.3,1.1600000000000001,3.3927999999999994,16.997899999999998,1,DC,72,1.2
1,3,16,0,0,0.3,1.1600000000000001,3.3927999999999994,16.997899999999998,1,DC,76,1.2666666666666666
1,3,17,0,0,0.3,-0.16000000000000014,2.6830999999999996,15.001299999999999,1,DC,157,2.6166666666666667
1,3,18,0,0,0.32,-0.16000000000000014,4.107200000000001,7.0015,1,DC,157,2.6166666666666667
1,3,19,0,0,0.47,-2.799999999999999,4.107200000000001,0.0,1,DC,110,1.8333333333333333
1,3,20,0,0,0.47,-2.799999999999999,2.6830999999999996,7.0015,1,DC,52,0.8666666666666667
1,3,21,0,0,0.64,-4.120000000000001,1.2590000000000003,8.9981,1,DC,52,0.8666666666666667
1,3,22,0,0,0.69,-6.76,-0.8795000000000002,8.9981,1,DC,20,0.3333333333333333
1,3,23,0,0,0.55,-4.120000000000001,1.9687000000000001,7.0015,1,DC,12,0.2
1,4,0,0,0,0.55,-5.4399999999999995,0.5445999999999991,7.0015,1,DC,5,0.08333333333333333
1,4,1,0,0,0.59,-5.4399999999999995,0.5445999999999991,7.0015,1,DC,2,0.03333333333333333
1,4,2,0,0,0.63,-6.76,-0.8795000000000002,8.9981,1,DC,1,0.016666666666666666
1,4,4,0,0,0.63,-6.76,0.5445999999999991,6.0032,1,DC,2,0.03333333333333333
1,4,5,0,0,0.68,-8.08,-0.8795000000000002,7.0015,1,DC,4,0.06666666666666667
1,4,6,0,0,0.74,-8.08,-0.8795000000000002,7.0015,1,DC,36,0.6
1,4,7,0,0,0.74,-8.08,-0.8795000000000002,8.9981,1,DC,94,1.5666666666666667
1,4,8,0,0,0.69,-6.76,-0.8795000000000002,11.0014,1,DC,179,2.9833333333333334
1,4,9,0,0,0.64,-5.4399999999999995,-0.8795000000000002,15.001299999999999,1,DC,100,1.6666666666666667
1,4,10,0,0,0.69,-5.4399999999999995,-1.5892,22.0028,2,DC,42,0.7
1,4,11,0,0,0.51,-1.4800000000000004,1.9687000000000001,19.999499999999998,1,DC,57,0.95
1,4,12,0,0,0.51,-1.4800000000000004,2.6830999999999996,11.0014,1,DC,78,1.3
1,4,13,0,0,0.56,-0.16000000000000014,2.6830999999999996,12.998000000000001,1,DC,97,1.6166666666666667
1,4,14,0,0,0.52,1.1600000000000001,4.107200000000001,15.001299999999999,1,DC,63,1.05
1,4,15,0,0,0.52,2.4800000000000004,4.8169,16.997899999999998,1,DC,65,1.0833333333333333
1,4,16,0,0,0.49,3.8000000000000007,5.5313,16.997899999999998,1,DC,83,1.3833333333333333
1,4,17,0,0,0.48,2.4800000000000004,4.8169,15.001299999999999,1,DC,212,3.533333333333333
1,4,18,0,0,0.48,1.1600000000000001,4.107200000000001,12.998000000000001,1,DC,182,3.033333333333333
1,4,19,0,0,0.48,-0.16000000000000014,4.107200000000001,7.0015,1,DC,112,1.8666666666666667
1,4,20,0,0,0.48,-0.16000000000000014,4.107200000000001,7.0015,1,DC,54,0.9
1,4,21,0,0,0.64,-1.4800000000000004,4.8169,0.0,1,DC,48,0.8
1,4,22,0,0,0.64,-1.4800000000000004,4.107200000000001,6.0032,1,DC,35,0.5833333333333334
1,4,23,0,0,0.69,-2.799999999999999,2.6830999999999996,6.0032,1,DC,11,0.18333333333333332
1,5,0,0,0,0.64,-2.799999999999999,4.107200000000001,0.0,1,DC,6,0.1
1,5,1,0,0,0.74,-5.4399999999999995,1.2590000000000003,6.0032,1,DC,6,0.1
1,5,2,0,0,0.74,-5.4399999999999995,1.2590000000000003,6.0032,1,DC,2,0.03333333333333333
1,5,4,0,0,0.48,-0.16000000000000014,2.6830999999999996,15.001299999999999,1,DC,2,0.03333333333333333
1,5,5,0,0,0.47,-1.4800000000000004,2.6830999999999996,11.0014,1,DC,3,0.05
1,5,6,0,0,0.47,-2.799999999999999,1.2590000000000003,15.001299999999999,1,DC,33,0.55
1,5,7,0,0,0.43,-4.120000000000001,0.5445999999999991,12.998000000000001,1,DC,88,1.4666666666666666
1,5,8,0,0,0.4,-2.799999999999999,0.5445999999999991,19.999499999999998,1,DC,195,3.25
1,5,9,0,0,0.37,-1.4800000000000004,1.2590000000000003,22.0028,1,DC,115,1.9166666666666667
1,5,10,0,0,0.37,-1.4800000000000004,1.2590000000000003,22.0028,1,DC,57,0.95
1,5,11,0,0,0.33,1.1600000000000001,2.6830999999999996,22.0028,1,DC,46,0.7666666666666667
1,5,12,0,0,0.33,1.1600000000000001,2.6830999999999996,22.0028,1,DC,79,1.3166666666666667
1,5,13,0,0,0.3,2.4800000000000004,4.107200000000001,19.999499999999998,1,DC,71,1.1833333333333333
1,5,14,0,0,0.28,3.8000000000000007,5.5313,12.998000000000001,1,DC,62,1.0333333333333334
1,5,15,0,0,0.28,3.8000000000000007,5.5313,12.998000000000001,1,DC,62,1.0333333333333334
1,5,16,0,0,0.28,3.8000000000000007,6.955399999999999,6.0032,1,DC,89,1.4833333333333334
1,5,17,0,0,0.38,-0.16000000000000014,2.6830999999999996,12.998000000000001,1,DC,190,3.1666666666666665
1,5,18,0,0,0.38,-0.16000000000000014,3.3927999999999994,8.9981,1,DC,169,2.816666666666667
1,5,19,0,0,0.38,-0.16000000000000014,4.107200000000001,7.0015,1,DC,132,2.2
1,5,20,0,0,0.47,-1.4800000000000004,2.6830999999999996,11.0014,1,DC,89,1.4833333333333334
1,5,21,0,0,0.51,-2.799999999999999,1.2590000000000003,12.998000000000001,1,DC,43,0.7166666666666667
1,5,22,0,0,0.55,-4.120000000000001,1.2590000000000003,8.9981,1,DC,42,0.7
1,5,23,0,0,0.47,-2.799999999999999,4.107200000000001,0.0,1,DC,19,0.31666666666666665
1,6,0,0,0,0.55,-4.120000000000001,3.3927999999999994,0.0,1,DC,11,0.18333333333333332
1,6,1,0,0,0.64,-5.4399999999999995,2.6830999999999996,0.0,1,DC,4,0.06666666666666667
1,6,2,0,0,0.64,-5.4399999999999995,2.6830999999999996,0.0,1,DC,2,0.03333333333333333
1,6,4,0,0,0.64,-5.4399999999999995,1.2590000000000003,6.0032,2,DC,1,0.016666666666666666
1,6,5,0,0,0.69,-6.76,0.5445999999999991,6.0032,2,DC,4,0.06666666666666667
1,6,6,0,0,0.63,-6.76,-0.1651000000000007,7.0015,2,DC,36,0.6
1,6,7,0,0,0.59,-5.4399999999999995,2.6830999999999996,0.0,2,DC,95,1.5833333333333333
1,6,8,0,0,0.59,-5.4399999999999995,2.6830999999999996,0.0,1,DC,219,3.65
1,6,9,0,0,0.51,-4.120000000000001,3.3927999999999994,0.0,2,DC,122,2.033333333333333
1,6,10,0,0,0.47,-2.799999999999999,4.107200000000001,0.0,1,DC,45,0.75
1,6,11,0,0,0.44,-1.4800000000000004,4.107200000000001,6.0032,1,DC,59,0.9833333333333333
1,6,12,0,0,0.35,1.1600000000000001,5.5313,0.0,1,DC,84,1.4
1,6,13,0,0,0.35,1.1600000000000001,4.8169,7.0015,1,DC,67,1.1166666666666667
1,6,14,0,0,0.36,2.4800000000000004,4.8169,11.0014,1,DC,70,1.1666666666666667
1,6,15,0,0,0.36,2.4800000000000004,4.8169,0.0,1,DC,62,1.0333333333333334
1,6,16,0,0,0.38,1.1600000000000001,4.107200000000001,11.0014,1,DC,86,1.4333333333333333
1,6,17,0,0,0.51,-1.4800000000000004,2.6830999999999996,11.0014,1,DC,172,2.8666666666666667
1,6,18,0,0,0.51,-1.4800000000000004,2.6830999999999996,8.9981,1,DC,163,2.716666666666667
1,6,19,0,0,0.55,-1.4800000000000004,4.107200000000001,6.0032,1,DC,112,1.8666666666666667
1,6,20,0,0,0.51,-2.799999999999999,1.9687000000000001,11.0014,1,DC,69,1.15
1,6,21,0,0,0.55,-1.4800000000000004,1.9687000000000001,15.001299999999999,2,DC,48,0.8
1,6,22,0,0,0.51,-1.4800000000000004,1.9687000000000001,19.0012,2,DC,52,0.8666666666666667
1,6,23,0,0,0.59,-2.799999999999999,1.2590000000000003,12.998000000000001,2,DC,23,0.38333333333333336
1,7,0,0,0,0.64,-2.799999999999999,1.2590000000000003,12.998000000000001,2,DC,17,0.2833333333333333
1,7,1,0,0,0.69,-2.799999999999999,1.2590000000000003,15.001299999999999,2,DC,7,0.11666666666666667
1,7,2,0,0,0.69,-2.799999999999999,1.2590000000000003,15.001299999999999,2,DC,1,0.016666666666666666
1,7,4,0,0,0.69,-2.799999999999999,1.9687000000000001,8.9981,2,DC,1,0.016666666666666666
1,7,5,0,0,0.55,-1.4800000000000004,4.8169,0.0,3,DC,5,0.08333333333333333
1,7,6,0,0,0.69,-2.799999999999999,4.107200000000001,0.0,2,DC,34,0.5666666666666667
1,7,7,0,0,0.69,-2.799999999999999,1.9687000000000001,8.9981,1,DC,84,1.4
1,7,8,0,0,0.51,-2.799999999999999,1.2590000000000003,16.997899999999998,1,DC,210,3.5
1,7,9,0,0,0.47,-2.799999999999999,0.5445999999999991,19.999499999999998,1,DC,134,2.2333333333333334
1,7,10,0,0,0.37,-1.4800000000000004,1.2590000000000003,22.0028,1,DC,63,1.05
1,7,11,0,0,0.4,-2.799999999999999,1.2590000000000003,15.001299999999999,2,DC,67,1.1166666666666667
1,7,12,0,0,0.37,-2.799999999999999,1.2590000000000003,16.997899999999998,2,DC,59,0.9833333333333333
1,7,13,0,0,0.37,-2.799999999999999,0.5445999999999991,19.0012,2,DC,73,1.2166666666666666
1,7,14,0,0,0.4,-2.799999999999999,1.2590000000000003,16.997899999999998,2,DC,50,0.8333333333333334
1,7,15,0,0,0.37,-2.799999999999999,1.9687000000000001,11.0014,2,DC,72,1.2
1,7,16,0,0,0.37,-2.799999999999999,1.9687000000000001,11.0014,2,DC,87,1.45
1,7,17,0,0,0.37,-2.799999999999999,4.107200000000001,0.0,2,DC,187,3.1166666666666667
1,7,18,0,0,0.4,-2.799999999999999,2.6830999999999996,6.0032,1,DC,123,2.05
1,7,19,0,0,0.55,-5.4399999999999995,1.2590000000000003,6.0032,1,DC,95,1.5833333333333333
1,7,20,0,0,0.47,-4.120000000000001,1.9687000000000001,7.0015,1,DC,51,0.85
1,7,21,0,0,0.47,-4.120000000000001,1.2590000000000003,8.9981,1,DC,39,0.65
1,7,22,0,0,0.43,-4.120000000000001,1.2590000000000003,11.0014,2,DC,36,0.6
1,7,23,0,0,0.51,-4.120000000000001,1.2590000000000003,11.0014,2,DC,15,0.25
1,8,0,0,1,0.51,-4.120000000000001,1.2590000000000003,11.0014,2,DC,25,0.4166666666666667
1,8,1,0,1,0.55,-4.120000000000001,1.9687000000000001,6.0032,2,DC,16,0.26666666666666666
1,8,2,0,1,0.55,-4.120000000000001,3.3927999999999994,0.0,2,DC,16,0.26666666666666666
1,8,3,0,1,0.55,-4.120000000000001,1.2590000000000003,11.0014,3,DC,7,0.11666666666666667
1,8,4,0,1,0.55,-4.120000000000001,1.2590000000000003,11.0014,3,DC,1,0.016666666666666666
1,8,5,0,1,0.74,-5.4399999999999995,-0.1651000000000007,11.0014,2,DC,5,0.08333333333333333
1,8,6,0,1,0.74,-5.4399999999999995,-0.1651000000000007,11.0014,2,DC,2,0.03333333333333333
1,8,7,0,1,0.74,-5.4399999999999995,0.5445999999999991,7.0015,2,DC,9,0.15
1,8,8,0,1,0.93,-5.4399999999999995,0.5445999999999991,7.0015,3,DC,15,0.25
1,8,9,0,1,0.93,-5.4399999999999995,0.5445999999999991,7.0015,3,DC,20,0.3333333333333333
1,8,10,0,1,0.8,-4.120000000000001,1.2590000000000003,11.0014,2,DC,61,1.0166666666666666
1,8,11,0,1,0.69,-2.799999999999999,0.5445999999999991,26.0027,2,DC,62,1.0333333333333334
1,8,12,0,1,0.59,-2.799999999999999,0.5445999999999991,23.9994,2,DC,98,1.6333333333333333
1,8,13,0,1,0.44,-2.799999999999999,0.5445999999999991,22.0028,1,DC,102,1.7
1,8,14,0,1,0.32,-2.799999999999999,-0.1651000000000007,32.9975,1,DC,95,1.5833333333333333
1,8,15,0,1,0.32,-2.799999999999999,-0.1651000000000007,30.002599999999997,1,DC,74,1.2333333333333334
1,8,16,0,1,0.29,-4.120000000000001,-1.5892,30.002599999999997,1,DC,76,1.2666666666666666
1,8,17,0,1,0.37,-5.4399999999999995,-2.3036000000000003,36.9974,1,DC,69,1.15
1,8,18,0,1,0.39,-6.76,-2.3036000000000003,19.999499999999998,1,DC,55,0.9166666666666666
1,8,19,0,1,0.36,-6.76,-2.3036000000000003,16.997899999999998,1,DC,30,0.5
1,8,20,0,1,0.36,-8.08,-2.3036000000000003,16.997899999999998,1,DC,28,0.4666666666666667
1,8,21,0,1,0.39,-8.08,-3.0133,23.9994,1,DC,37,0.6166666666666667
1,8,22,0,1,0.36,-8.08,-3.0133,26.0027,1,DC,34,0.5666666666666667
1,8,23,0,1,0.39,-9.399999999999999,-5.1518,30.002599999999997,1,DC,22,0.36666666666666664
1,9,0,0,1,0.42,-9.399999999999999,-4.4374,26.0027,1,DC,25,0.4166666666666667
1,9,1,0,1,0.42,-9.399999999999999,-5.1518,31.0009,1,DC,12,0.2
1,9,2,0,1,0.46,-9.399999999999999,-5.1518,31.0009,1,DC,11,0.18333333333333332
1,9,3,0,1,0.46,-9.399999999999999,-4.4374,27.999299999999998,1,DC,4,0.06666666666666667
1,9,4,0,1,0.53,-10.719999999999999,-3.7277000000000005,12.998000000000001,1,DC,1,0.016666666666666666
1,9,5,0,1,0.53,-10.719999999999999,-3.7277000000000005,12.998000000000001,1,DC,1,0.016666666666666666
1,9,6,0,1,0.49,-9.399999999999999,-3.7277000000000005,19.0012,1,DC,1,0.016666666666666666
1,9,7,0,1,0.53,-10.719999999999999,-3.7277000000000005,12.998000000000001,1,DC,6,0.1
1,9,8,0,1,0.49,-9.399999999999999,-3.7277000000000005,19.0012,1,DC,10,0.16666666666666666
1,9,9,0,1,0.46,-8.08,-4.4374,35.0008,1,DC,19,0.31666666666666665
1,9,10,0,1,0.43,-6.76,-3.0133,26.0027,1,DC,49,0.8166666666666667
1,9,11,0,1,0.4,-5.4399999999999995,-2.3036000000000003,35.0008,1,DC,49,0.8166666666666667
1,9,12,0,1,0.37,-4.120000000000001,-1.5892,30.002599999999997,1,DC,83,1.3833333333333333
1,9,13,0,1,0.34,-2.799999999999999,-0.1651000000000007,30.002599999999997,1,DC,75,1.25
1,9,14,0,1,0.32,-1.4800000000000004,0.5445999999999991,31.0009,1,DC,72,1.2
1,9,15,0,1,0.35,-1.4800000000000004,1.2590000000000003,23.9994,1,DC,82,1.3666666666666667
1,9,16,0,1,0.34,-2.799999999999999,-0.1651000000000007,30.002599999999997,1,DC,92,1.5333333333333334
1,9,17,0,1,0.37,-4.120000000000001,-0.8795000000000002,26.0027,1,DC,62,1.0333333333333334
1,9,18,0,1,0.4,-5.4399999999999995,-1.5892,22.0028,1,DC,48,0.8
1,9,19,0,1,0.43,-5.4399999999999995,-1.5892,22.0028,1,DC,41,0.6833333333333333
1,9,20,0,1,0.46,-6.76,-2.3036000000000003,16.997899999999998,1,DC,38,0.6333333333333333
1,9,21,0,1,0.46,-6.76,-3.0133,27.999299999999998,1,DC,20,0.3333333333333333
1,9,22,0,1,0.46,-6.76,-2.3036000000000003,19.999499999999998,1,DC,15,0.25
1,9,23,0,1,0.5,-8.08,-1.5892,12.998000000000001,1,DC,6,0.1
1,10,0,0,0,0.5,-8.08,-2.3036000000000003,19.0012,1,DC,5,0.08333333333333333
1,10,1,0,0,0.5,-8.08,-2.3036000000000003,19.0012,1,DC,1,0.016666666666666666
1,10,2,0,0,0.5,-8.08,-2.3036000000000003,15.001299999999999,1,DC,3,0.05
1,10,3,0,0,0.5,-8.08,-2.3036000000000003,15.001299999999999,1,DC,1,0.016666666666666666
1,10,4,0,0,0.54,-9.399999999999999,-2.3036000000000003,8.9981,1,DC,3,0.05
1,10,5,0,0,0.54,-9.399999999999999,-3.0133,16.997899999999998,1,DC,3,0.05
1,10,6,0,0,0.5,-8.08,-2.3036000000000003,19.0012,1,DC,31,0.5166666666666667
1,10,7,0,0,0.5,-8.08,-2.3036000000000003,15.001299999999999,1,DC,77,1.2833333333333334
1,10,8,0,0,0.5,-8.08,-2.3036000000000003,19.0012,2,DC,188,3.1333333333333333
1,10,9,0,0,0.5,-6.76,-2.3036000000000003,16.997899999999998,2,DC,94,1.5666666666666667
1,10,10,0,0,0.5,-6.76,-2.3036000000000003,19.999499999999998,2,DC,31,0.5166666666666667
1,10,11,0,0,0.47,-5.4399999999999995,-1.5892,19.0012,2,DC,30,0.5
1,10,12,0,0,0.4,-2.799999999999999,0.5445999999999991,19.0012,2,DC,52,0.8666666666666667
1,10,13,0,0,0.4,-2.799999999999999,0.5445999999999991,19.0012,2,DC,54,0.9
1,10,14,0,0,0.4,-2.799999999999999,1.2590000000000003,15.001299999999999,2,DC,47,0.7833333333333333
1,10,15,0,0,0.4,-2.799999999999999,1.2590000000000003,15.001299999999999,2,DC,45,0.75
1,10,16,0,0,0.4,-2.799999999999999,1.9687000000000001,8.9981,1,DC,74,1.2333333333333334
1,10,17,0,0,0.4,-2.799999999999999,2.6830999999999996,7.0015,1,DC,178,2.966666666666667
1,10,18,0,0,0.4,-2.799999999999999,1.2590000000000003,15.001299999999999,1,DC,155,2.5833333333333335
1,10,19,0,0,0.47,-5.4399999999999995,-0.1651000000000007,11.0014,1,DC,95,1.5833333333333333
1,10,20,0,0,0.5,-5.4399999999999995,-0.1651000000000007,11.0014,1,DC,74,1.2333333333333334
1,10,21,0,0,0.59,-6.76,-1.5892,12.998000000000001,1,DC,38,0.6333333333333333
1,10,22,0,0,0.59,-6.76,-0.8795000000000002,11.0014,1,DC,24,0.4
1,10,23,0,0,0.59,-6.76,-0.8795000000000002,11.0014,1,DC,18,0.3
1,11,0,0,0,0.59,-6.76,-0.1651000000000007,7.0015,1,DC,12,0.2
1,11,1,0,0,0.59,-6.76,-0.8795000000000002,11.0014,1,DC,3,0.05
1,11,2,0,0,0.55,-5.4399999999999995,-0.8795000000000002,12.998000000000001,2,DC,3,0.05
1,11,5,0,0,0.55,-5.4399999999999995,0.5445999999999991,8.9981,2,DC,6,0.1
1,11,6,0,0,0.55,-5.4399999999999995,0.5445999999999991,8.9981,2,DC,27,0.45
1,11,7,0,0,0.55,-5.4399999999999995,2.6830999999999996,0.0,2,DC,99,1.65
1,11,8,0,0,0.51,-4.120000000000001,1.9687000000000001,6.0032,2,DC,217,3.6166666666666667
1,11,9,0,0,0.51,-4.120000000000001,1.2590000000000003,11.0014,2,DC,130,2.1666666666666665
1,11,10,0,0,0.51,-2.799999999999999,1.9687000000000001,11.0014,2,DC,54,0.9
1,11,11,0,0,0.47,-2.799999999999999,1.9687000000000001,8.9981,2,DC,35,0.5833333333333334
1,11,12,0,0,0.51,-2.799999999999999,2.6830999999999996,7.0015,2,DC,57,0.95
1,11,13,0,0,0.59,-2.799999999999999,2.6830999999999996,6.0032,2,DC,52,0.8666666666666667
1,11,14,0,0,0.59,-2.799999999999999,2.6830999999999996,6.0032,2,DC,63,1.05
1,11,15,0,0,0.8,-5.4399999999999995,1.2590000000000003,6.0032,2,DC,47,0.7833333333333333
1,11,16,0,0,0.86,-5.4399999999999995,-0.8795000000000002,15.001299999999999,2,DC,76,1.2666666666666666
1,11,17,0,0,0.86,-5.4399999999999995,-0.8795000000000002,15.001299999999999,2,DC,136,2.2666666666666666
1,11,18,0,0,0.93,-5.4399999999999995,0.5445999999999991,7.0015,3,DC,95,1.5833333333333333
1,11,19,0,0,0.93,-5.4399999999999995,2.6830999999999996,0.0,3,DC,51,0.85
1,11,20,0,0,0.93,-5.4399999999999995,-0.8795000000000002,12.998000000000001,3,DC,32,0.5333333333333333
1,11,21,0,0,0.86,-5.4399999999999995,1.2590000000000003,6.0032,3,DC,20,0.3333333333333333
1,11,22,0,0,0.93,-5.4399999999999995,0.5445999999999991,7.0015,3,DC,29,0.48333333333333334
1,11,23,0,0,0.93,-5.4399999999999995,1.2590000000000003,6.0032,3,DC,19,0.31666666666666665
1,12,0,0,0,0.86,-5.4399999999999995,1.2590000000000003,6.0032,2,DC,7,0.11666666666666667
1,12,1,0,0,0.86,-5.4399999999999995,0.5445999999999991,7.0015,2,DC,6,0.1
1,12,2,0,0,0.86,-6.76,-0.8795000000000002,8.9981,1,DC,1,0.016666666666666666
1,12,5,0,0,0.86,-6.76,-0.8795000000000002,11.0014,1,DC,5,0.08333333333333333
1,12,6,0,0,0.93,-8.08,-0.8795000000000002,8.9981,1,DC,16,0.26666666666666666
1,12,7,0,0,0.69,-6.76,-0.8795000000000002,8.9981,1,DC,54,0.9
1,12,8,0,0,0.59,-5.4399999999999995,-0.1651000000000007,11.0014,1,DC,128,2.1333333333333333
1,12,9,0,0,0.59,-5.4399999999999995,-1.5892,22.0028,1,DC,81,1.35
1,12,10,0,0,0.55,-4.120000000000001,0.5445999999999991,15.001299999999999,1,DC,39,0.65
1,12,11,0,0,0.51,-2.799999999999999,0.5445999999999991,26.0027,1,DC,35,0.5833333333333334
1,12,12,0,0,0.47,-2.799999999999999,-0.8795000000000002,39.000699999999995,1,DC,55,0.9166666666666666
1,12,13,0,0,0.44,-1.4800000000000004,1.2590000000000003,23.9994,1,DC,49,0.8166666666666667
1,12,14,0,0,0.47,-2.799999999999999,0.5445999999999991,22.0028,1,DC,44,0.7333333333333333
1,12,15,0,0,0.47,-2.799999999999999,-0.1651000000000007,27.999299999999998,1,DC,49,0.8166666666666667
1,12,16,0,0,0.44,-1.4800000000000004,1.2590000000000003,22.0028,1,DC,68,1.1333333333333333
1,12,17,0,0,0.47,-2.799999999999999,0.5445999999999991,23.9994,1,DC,139,2.316666666666667
